status,private pool,propertyType,street,baths,homeFacts,fireplace,city,schools,sqft,zipcode,beds,state,stories,mls-id,PrivatePool,MlsId,target
for sale,,single-family home,20234 Macon Pkwy #1,2 Baths,"{'atAGlanceFacts': [{'factValue': '2001', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '0.25 acres', 'factLabel': 'lotsize'}, {'factValue': '$185/sqft', 'factLabel': 'Price/sqft'}]}",,Orlando,"[{'rating': ['5/10', '7/10', '7/10'], 'data': {'Distance': ['4.32mi', '17.91mi', '17.91mi'], 'Grades': ['9-12', 'K-8', '9-12']}, 'name': ['East River High School', 'Cornerstone Academy Charter', 'Cornerstone Charter Academy High School']}]","1,435 sqft",32833,4 Beds,FL,1.0,,yes,S5027219,"$265,000"
,,Single Family,2100 NW 123rd St,2.0,"{'atAGlanceFacts': [{'factValue': '1950', 'factLabel': 'Year built'}, {'factValue': '1950', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'No Data', 'factLabel': 'Parking'}, {'factValue': '7,801 sqft', 'factLabel': 'lotsize'}, {'factValue': '$311', 'factLabel': 'Price/sqft'}]}",,Miami,"[{'rating': ['10/10', '2/10'], 'data': {'Distance': ['25.4 mi', '1.6 mi'], 'Grades': ['PK-8', '9-12']}, 'name': ['Air Base Elementary School', 'Miami Central Senior High School']}]",962,33167,3,FL,1.0,,,A10782105,"$299,000"
Pre-foreclosure,,Single Family,11601 Layton St,,"{'atAGlanceFacts': [{'factValue': '2006', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Other', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '0.31 acres', 'factLabel': 'lotsize'}, {'factValue': '', 'factLabel': 'Price/sqft'}]}",,Leesburg,"[{'rating': ['5/10', '4/10', '6/10'], 'data': {'Distance': ['1 mi', '5.1 mi', '3.5 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Treadway Elementary School', 'Tavares Middle School', 'Tavares High School']}]",,34788,3 bd,FL,,,,,"$119,667"
foreclosure,,single-family home,2301 74th St SE,2 Baths,"{'atAGlanceFacts': [{'factValue': '1968', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Baseboard', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '8,276 sqft', 'factLabel': 'lotsize'}, {'factValue': '$227/sqft', 'factLabel': 'Price/sqft'}]}",yes,Everett,"[{'rating': ['7/10', '4/10', '7/10'], 'data': {'Distance': ['1.1mi', '1.34mi', '1.21mi'], 'Grades': ['9-12', 'PK-5', '6-8']}, 'name': ['Cascade High School', 'Emerson Elementary School', 'Evergreen Middle School']}]","1,200 sqft",98203,3 Beds,WA,1.0,,,1537158,"$272,000"
Active,,,3005 Noack Dr ,Sq. Ft. ,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '0.29 Acres', 'factLabel': 'lotsize'}, {'factValue': '$187 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",1,Austin,"[{'rating': ['8', '9', '8'], 'data': {'Distance': ['4.6 mi', '4.6 mi', '4.9 mi'], 'Grades': ['Preschool to 5', '6 to 8', '9 to 12']}, 'name': ['Lake Travis Elementary School', 'Hudson Bend Middle School', 'Lake Travis High School']}]","2,987",78734,Baths,TX,2,,,1234887,"560,000"
for sale,,condo,1645 W Ogden Ave #623,,"{'atAGlanceFacts': [{'factValue': '1923', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Detached Garage', 'factLabel': 'Parking'}, {'factValue': '1.45 acres', 'factLabel': 'lotsize'}, {'factValue': '$303/sqft', 'factLabel': 'Price/sqft'}]}",,Chicago,"[{'rating': ['2/10', '1/10', '4/10'], 'data': {'Distance': ['0.32mi', '6.08mi', '1.37mi'], 'Grades': ['PK-8', '9-12', '9-12']}, 'name': ['Brown  W Elementary School', 'Hope College Prep High School', 'Wells Community Academy High School']}]",826 sqft,60612,,IL,8.0,,,10493756,"$249,900"
,,Single Family,508 NE 28th St,2.0,"{'atAGlanceFacts': [{'factValue': '1954', 'factLabel': 'Year built'}, {'factValue': '1959', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '1 space', 'factLabel': 'Parking'}, {'factValue': '7,004 sqft', 'factLabel': 'lotsize'}, {'factValue': '$250', 'factLabel': 'Price/sqft'}]}",,Wilton Manors,"[{'rating': ['4/10', '5/10', '7/10'], 'data': {'Distance': ['0.3 mi', '1.5 mi', '0.8 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Wilton Manors Elementary School', 'Sunrise Middle School', 'Fort Lauderdale High School']}]","1,704",33334,3,FL,1.0,,,RX-10568252,"$425,900"
For sale,Yes,Mobile / Manufactured,5001 W Florida Ave SPC 104,Bathrooms: 2,"{'atAGlanceFacts': [{'factValue': '1998', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '2 spaces', 'factLabel': 'Parking'}, {'factValue': '-- sqft lot', 'factLabel': 'lotsize'}, {'factValue': '$51', 'factLabel': 'Price/sqft'}]}",,Hemet,"[{'rating': ['5/10', '1/10', '4/10'], 'data': {'Distance': ['1.4 mi', '3.7 mi', '1.8 mi'], 'Grades': ['K-5', '6-8', '9-12']}, 'name': ['Harmony Elementary School', 'Diamond Valley Middle School', 'West Valley High School']}]","Total interior livable area: 1,056 sqft",92545,2 bd,CA,0.0,SW19203117,,,"$54,000"
for sale,,townhouse,9780 NW 15th Ct #0,2 Baths,"{'atAGlanceFacts': [{'factValue': '1980', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '2,999 sqft', 'factLabel': 'lotsize'}, {'factValue': '$301/sqft', 'factLabel': 'Price/sqft'}]}",,Pembroke Pines,"[{'rating': ['5/10', '5/10', '7/10'], 'data': {'Distance': ['0.87mi', '0.56mi', '2.83mi'], 'Grades': ['6-8', 'PK-5', '9-12']}, 'name': ['Pines Middle School', 'Pines Lakes Elementary School', 'Charles W Flanagan High School']}]",881 sqft,33024,2 Beds,FL,,,,A10762570,"$264,999"
,,Single Family,4168 Evander Dr,2.0,"{'atAGlanceFacts': [{'factValue': '1998', 'factLabel': 'Year built'}, {'factValue': '1998', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '2 spaces', 'factLabel': 'Parking'}, {'factValue': '8,624 sqft', 'factLabel': 'lotsize'}, {'factValue': '$146', 'factLabel': 'Price/sqft'}]}",,Orlando,"[{'rating': ['7/10', '3/10', '7/10'], 'data': {'Distance': ['0.6 mi', '0.7 mi', '3 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Shenandoah Elementary School', 'Conway Middle School', 'William R Boone High School']}]","2,191",32812,3,FL,0,,Yes,,"$325,148"
,,Condo,7928 East Dr PH 1,6.0,"{'atAGlanceFacts': [{'factValue': '2009', 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': 'Electric', 'factLabel': 'Heating'}, {'factValue': 'No Data', 'factLabel': 'Cooling'}, {'factValue': '3 spaces', 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': '$546', 'factLabel': 'Price/sqft'}]}",,North Bay Village,"[{'rating': ['10/10', '4/10', '5/10'], 'data': {'Distance': ['25.9 mi', '2.8 mi', '3.7 mi'], 'Grades': ['PK-8', '6-8', '9-12']}, 'name': ['Air Base Elementary School', 'Nautilus Middle School', 'Miami Beach Senior High School']}]","3,572",33141,5,FL,,,,A10629629,"$1,950,000"
for sale,,single-family home,4053 S Bonniewood St,3 Baths,"{'atAGlanceFacts': [{'factValue': '1961', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '8276 sqft', 'factLabel': 'lotsize'}, {'factValue': '$137/sqft', 'factLabel': 'Price/sqft'}]}",,West Valley City,"[{'rating': ['1/10', '3/10', '3/10'], 'data': {'Distance': ['0.84mi', '0.32mi', '0.36mi'], 'Grades': ['9-12', 'PK-6', '7-9']}, 'name': ['Granger High School', 'Pioneer School', 'Valley Jr High School']}]","2,184 sqft",84119,4 Beds,UT,,,,1619447,"$299,500"
for sale,,single-family home,1346 Almont Dr SW,2 Baths,"{'atAGlanceFacts': [{'factValue': '1948', 'factLabel': 'Year built'}, {'factValue': '1965', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '8,773 sqft', 'factLabel': 'lotsize'}, {'factValue': '$223/sqft', 'factLabel': 'Price/sqft'}]}",,Atlanta,"[{'rating': ['2/10', '6/10', '3/10'], 'data': {'Distance': ['0.51mi', '2.6mi', '1.01mi'], 'Grades': ['PK-5', '9-12', '6-8']}, 'name': ['Finch Elementary School', 'Early College High School At Carver', 'Sylvan Hills Middle School']}]","1,122 sqft",30310,3 Beds,GA,1.0,,,6551492,"$250,000"
For sale,,Condo,1501 Locust St APT 308,2.0,"{'atAGlanceFacts': [{'factValue': '1917', 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': 'Heat pump', 'factLabel': 'Heating'}, {'factValue': 'No Data', 'factLabel': 'Cooling'}, {'factValue': 'No Data', 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': '$104', 'factLabel': 'Price/sqft'}]}",,Saint Louis,"[{'rating': ['1/10', '1/10', '1/10'], 'data': {'Distance': ['0.6 mi', '3.2 mi', '1.6 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Jefferson Elementary School', 'Yeatman-Liddell Middle School', 'Vashon High School']}]","1,732",63103,2,MO,1,,,19085135,"$179,900"
Active,,"Condo/Townhome, Traditional",3401 Lee Pkwy #1405 ,750,"{'atAGlanceFacts': [{'factValue': '1998', 'factLabel': 'Year built'}, {'factValue': '1998', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': 'Central A/C (Electric), Central Heat (Electric)', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '—', 'factLabel': 'lotsize'}, {'factValue': '$486 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",,Dallas,"[{'rating': ['5', '5', '2', '10'], 'data': {'Distance': ['1.0 mi', '1.0 mi', '0.6 mi', '3.5 mi'], 'Grades': ['Preschool to 5', '6 to 8', '9 to 12', '9 to 12']}, 'name': ['Ben Milam Elementary School', 'Alex W Spence Talented/gifted Academy', 'North Dallas High School', ""Irma Lerma Rangel Young Women's Leadership School""]}]","2,574",75219,Baths,TX,,,,14178566,"1,250,000"
Active,,Single Family Home,65 Tripp Ln,3,"{'atAGlanceFacts': [{'factValue': '1994', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Central, Electric, Propane/Butane', 'factLabel': 'Heating'}, {'factValue': '2 or More Units, Central, Electric', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '80586', 'factLabel': 'lotsize'}, {'factValue': '$98', 'factLabel': 'Price/sqft'}]}",,Trenton,"[{'rating': ['7', '5', '5', '8'], 'data': {'Distance': ['4.8 mi', '5.0 mi', '5.6 mi', '5.4 mi'], 'Grades': ['PK–5', '6–8', '9–12', 'PK–5']}, 'name': ['Dade Elementary School', 'Dade Middle School', 'Dade County High School', 'Davis Elementary School']}]",2558,30752,4.0,GA,,,,1310955,"$249,900"
,,Single Family,10314 Haverford Rd,1.0,"{'atAGlanceFacts': [{'factValue': '1955', 'factLabel': 'Year built'}, {'factValue': '1955', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '1 space', 'factLabel': 'Parking'}, {'factValue': '8,712 sqft', 'factLabel': 'lotsize'}, {'factValue': '$81', 'factLabel': 'Price/sqft'}]}",,Jacksonville,"[{'rating': ['1/10', '3/10', '4/10'], 'data': {'Distance': ['0.4 mi', '1.1 mi', '5.3 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Highlands Elementary School', 'Highlands Middle School', 'First Coast High School']}]",988,32218,3,FL,1,,,951067,"$80,000"
for sale,,single-family home,Surrey Plan in Brooker Ridge,4 Baths,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$102/sqft', 'factLabel': 'Price/sqft'}]}",,Brandon,"[{'rating': ['4/10', '6/10', '7/10'], 'data': {'Distance': ['0.97mi', '2.2mi', '0.69mi'], 'Grades': ['PK-5', '9-12', '6-8']}, 'name': ['Brooker Elementary School', 'Bloomingdale High School', 'Burns Middle School']}]","4,033 sqft",33511,5 Beds,FL,2.0,,,,"$411,990+"
Foreclosure,,Cooperative,26 Cooper Rd APT 307,Bathrooms: 1,"{'atAGlanceFacts': [{'factValue': '1985', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air, Heat pump', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '-- sqft lot', 'factLabel': 'lotsize'}, {'factValue': '$59', 'factLabel': 'Price/sqft'}]}",,Poughkeepsie,"[{'rating': ['4/10', '4/10', '7/10'], 'data': {'Distance': ['0.9 mi', '6.7 mi', '6.2 mi'], 'Grades': ['K-5', '6-8', '9-12']}, 'name': ['Arthur S May School', 'Lagrange Middle School', 'Arlington High School']}]",Total interior livable area: 850 sqft,12603,1 bd,NY,1.0,386983,,,"$49,900"
for sale,,single-family home,10261 Woodland Waters Blvd,2 Baths,"{'atAGlanceFacts': [{'factValue': '1994', 'factLabel': 'Year built'}, {'factValue': '1999', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '1.26 acres', 'factLabel': 'lotsize'}, {'factValue': '$131/sqft', 'factLabel': 'Price/sqft'}]}",,Weeki Wachee,"[{'rating': ['5/10', '5/10'], 'data': {'Distance': ['2.87mi', '2.77mi'], 'Grades': ['9-12', 'PK-8']}, 'name': ['Weeki Wachee High School', 'Winding Waters K-8']}]","2,048 sqft",34613,4 Beds,FL,,,yes,T3213328,"$269,000"
for sale,,single-family home,Grisham Basement Plan in Bethesda Oaks,4.5 Baths,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$76/sqft', 'factLabel': 'Price/sqft'}]}",,Gastonia,"[{'rating': ['4/10', '6/10', '4/10'], 'data': {'Distance': ['1.78mi', '2.42mi', '3.17mi'], 'Grades': ['9-12', '6-8', 'K-5']}, 'name': ['Ashbrook High School', 'Holbrook Middle School', 'Lowell Elementary School']}]","4,734 sqft",28056,5 Beds,NC,2.0,,,,"$359,999+"
,,Single Family,3033 SW 150th Ct,2.0,"{'atAGlanceFacts': [{'factValue': '2002', 'factLabel': 'Year built'}, {'factValue': '2002', 'factLabel': 'Remodeled year'}, {'factValue': 'No Data', 'factLabel': 'Heating'}, {'factValue': 'No Data', 'factLabel': 'Cooling'}, {'factValue': 'No Data', 'factLabel': 'Parking'}, {'factValue': '5,009 sqft', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Miami,"[{'rating': ['10/10', '5/10'], 'data': {'Distance': ['14.2 mi', '0.5 mi'], 'Grades': ['PK-8', '8-12']}, 'name': ['Air Base Elementary School', 'G. Holmes Braddock Senior High School']}]","1,679 sqft",33185,3,FL,1.0,,,,"$371,318"
,,Single Family,7754 Cedar Farm,3.0,"{'atAGlanceFacts': [{'factValue': '2006', 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '2 spaces', 'factLabel': 'Parking'}, {'factValue': '7,405 sqft', 'factLabel': 'lotsize'}, {'factValue': '$74', 'factLabel': 'Price/sqft'}]}",Yes,San Antonio,"[{'rating': ['5/10', '4/10', '3/10'], 'data': {'Distance': ['0.5 mi', '0.8 mi', '3.4 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Mary Lou Hartman', 'Woodlake Hills Middle School', 'Judson High School']}]","2,547",78239,3,TX,2.0,,,1416222,"$189,500"
for sale,,condo,19195 Mystic Pointe Dr #1001,2 Baths,"{'atAGlanceFacts': [{'factValue': '1989', 'factLabel': 'Year built'}, {'factValue': '1989', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$266/sqft', 'factLabel': 'Price/sqft'}]}",,Aventura,"[{'rating': ['7/10', '5/10', '10/10', '5/10', 'None/10'], 'data': {'Distance': ['1.84mi', '1.85mi', '34.6mi', '3.16mi', '29.37mi'], 'Grades': ['PK-8', '6-8', 'PK-8', '9-12', 'K-9']}, 'name': ['Aventura Waterways K-8 Center', 'Highland Oaks Middle School', 'Air Base Elementary School', 'Dr Michael M. Krop Senior High School', 'Robert Morgan Voc-Tech Institute']}]","1,353 sqft",33180,2 Beds,FL,9.0,,yes,F10204978,"$359,900"
for sale,,single-family home,6955 Birch Creek Dr,4 Baths,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '3833 sqft', 'factLabel': 'lotsize'}, {'factValue': '$181/sqft', 'factLabel': 'Price/sqft'}]}",,Irving,"[{'rating': ['9/10', '8/10', '9/10'], 'data': {'Distance': ['3.09mi', '4.9mi', '2.38mi'], 'Grades': ['PK-5', '9-12', '6-8']}, 'name': ['Pinkerton Elementary School', 'Coppell High School', 'Coppell Middle West']}]","2,870 sqft",75063,4 Beds,TX,2.0,,,14096822,"$519,990"
Active,,,3023 Florencia Dr ,,"{'atAGlanceFacts': [{'factValue': '2005', 'factLabel': 'Year built'}, {'factValue': '2005', 'factLabel': 'Remodeled year'}, {'factValue': 'Central, Electric', 'factLabel': 'Heating'}, {'factValue': 'Central Air', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '9,017 Sq. Ft.', 'factLabel': 'lotsize'}, {'factValue': '$139 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",,KISSIMMEE,"[{'rating': ['4', '3', '5', '5', '10'], 'data': {'Distance': ['2.4 mi', '7.0 mi', '5.7 mi', '3.1 mi', '5.0 mi'], 'Grades': ['Preschool to 5', 'K to 5', '6 to 8', '6 to 8', '6 to 12']}, 'name': ['East Lake Elementary School', 'Thacker Avenue Elementary School For International Studies', 'Neptune Middle School', 'Parkway Middle School', 'Osceola County School of Arts']}]","2,368",34744,,FL,One,,,O5809865,"330,000"
,,Townhouse,10921 NW 88th Ter UNIT 1301,2.0,"{'atAGlanceFacts': [{'factValue': '2006', 'factLabel': 'Year built'}, {'factValue': '2006', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': 'No Data', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Doral,"[{'rating': ['5/10', '8/10'], 'data': {'Distance': ['0.3 mi', '0.4 mi'], 'Grades': ['PK-8', '8-12']}, 'name': ['Dr. Rolando Espinosa K-8 Center', 'Ronald W. Reagan/Doral Senior High School']}]","1,303 sqft",33178,2,FL,,,,,"$247,748"
Active,,Land,8 Aft Ct,0,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '10622', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Placida,"[{'rating': ['5', '6', '7', '6', '4', '6', 'NR', 'NR'], 'data': {'Distance': ['4.1 mi', '3.3 mi', '6.1 mi', '3.1 mi', '9.7 mi', '10.3 mi', '4.4 mi', '4.6 mi'], 'Grades': ['PK–5', '6–8', '9–12', 'PK–5', '6–8', '9–12', 'PK–12', 'PK–1']}, 'name': ['Myakka River Elementary School', 'L. A. Ainger Middle School', 'Lemon Bay High School', 'Vineland Elementary School', 'Murdock Middle School', 'Port Charlotte High School', 'West Charlotte Christian Academy Private School', 'Redeemer Lutheran Private School']}]",0,33946,,FL,,,,D6109507,"$11,500"
Active,,Single Detached,5521 Westcreek Dr ,,"{'atAGlanceFacts': [{'factValue': '1958', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': 'Central A/C (Electric), Central Heat (Gas)', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '8,750 Sq. Ft.', 'factLabel': 'lotsize'}, {'factValue': '$133 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",,Fort Worth,"[{'rating': ['3', '3', '4', '3'], 'data': {'Distance': ['0.3 mi', '1.5 mi', '1.0 mi', '0.7 mi'], 'Grades': ['Preschool to 5', '6', '6 to 8', '9 to 12']}, 'name': ['Westcreek Elementary School', 'Wedgwood 6th Gr School', 'Wedgwood Middle School', 'South Hills High School']}]","1,619",76133,,TX,,,,14238509,"215,000"
